id,date_time,city,state_id,shape,duration,summary,date_posted
513,3/31/21 08:59,Hanover,MD,,,MADAR Node 77,4/23/21
514,3/31/21 06:35,Camillus,NY,Formation,5+ minutes,Cluster of three bright lights,3/31/21
515,3/31/21 05:50,Alcoa,TN,Triangle,8 seconds,Small black triangle with three solid white lights passed low over my car.,4/23/21
516,3/31/21 03:34,Southampton,NJ,Light,3 seconds,Ball of white light moved across sky from south to north in about 3 seconds. It was about size of a golf ball compared to the moon.  It,3/31/21
517,3/30/21 23:06,Arlington,TX,Light,15 minutes,"A bright pulsing light in DFW area of Texas with multiple colors, slowly moving down after 15 minutes.  ((Sirius??))",4/23/21
518,3/30/21 23:06,Arlington,TX,Light,15 minutes,"A bright pulsing light in DFW area of Texas with multiple colors, slowly moving down after 15 minutes",4/23/21
519,3/30/21 21:03,Erie,CO,,,MADAR Node 39,4/23/21
520,3/30/21 20:42,Newport,RI,Unknown,10:59,(I HAVE ALL OF THIS ON VIDEO. 11 MINUTES) A &quot;light&quot; appeared in the night sky seemingly out of nowhere in the distance. I've,4/23/21
521,3/30/21 20:29,Brewster,MA,Oval,4 minutes,Moving lights on dark mass,3/31/21
522,3/30/21 11:35,Springfield,MO,,,MADAR Node 36,4/23/21
523,3/30/21 09:30,Twin falls,ID,Fireball,5 minutes,"Hi this is real sigting i watched that and take the pictures, video they come from moon,red white yellow light ball they fly like so sc",4/23/21
524,3/30/21 02:45,Largo,FL,Light,2 seconds,While orb falling before disappearing into thin air,3/31/21
525,3/30/21 01:12,Huntington,NY,Rectangle,10 seconds,At 1:12 am on March 30th our ring device went off and we saw this strange object which could be a drone Showed it to many people.,3/31/21
526,3/29/21 22:00,Boise,ID,Light,15 seconds,FAST MOVING CRAFT.,3/31/21
527,3/29/21 20:30,Ringwood,NJ,Light,30 minutes,"Multiple objects witnessed,changed speed and direction, lights changed color and intensity",3/31/21
528,3/29/21 19:00,Gloucester,MA,Sphere,30,Across Gloucester Harbor south of Eastern Point were to spheres hovering near the lighthouse area dimming then brightening their lights,3/31/21
529,3/29/21 13:12,Uvalde,TX,,,MADAR Node 72,4/23/21
530,3/29/21 05:16,Eads,TN,,,MADAR Node 32,4/23/21
531,3/29/21 00:15,Largo,FL,Light,3 seconds,Very bright white orb seen exiting cloud and disappearing into thin air!,3/31/21
532,3/28/21 21:30,Glenns Ferry,ID,Circle,10 seconds,Truck driver observes 3 bright lights,3/31/21
533,3/28/21 21:01,Phoenix,AZ,Light,30-45 seconds,I was traveling in my car and looked over and seen a blue light/object in the sky traveling quickly from south to north. Once I stopped,3/31/21
534,3/28/21 21:00,Apex,NC,Circle,1-2 seconds,Saw a fuzzy green orb moving at high speed in a straight line,3/31/21
535,3/28/21 20:26,Troutman,NC,Cigar,4-5 seconds,"Driving down road, UFO passes overhead flying at 125 yards. And disappeared into the clouds.",3/31/21
536,3/28/21 20:20,Summerfield,NC,Sphere,1-2 seconds,I saw a glowing green orb that split into 2 spheres that moved away from each other in opposite directions.,3/31/21
537,3/28/21 16:30,Boulder,CO,Sphere,2 minutes,"Shiny sphere, high altitude, moving steadily west before disappearing",3/31/21
538,3/28/21 13:00,Somerset,NJ,Cigar,2 minutes,I captured two ufos on my phone.,4/23/21
539,3/28/21 01:30,Santee,CA,Light,Home,I have a video taken tonight. Two ? In the sky. I’m trying to upload,3/31/21
540,3/28/21 01:30,Santee,CA,Light,Home,I have a video taken tonight. Two ? In the sky. I’m trying to upload.  ((NUFORC Note:  Source provides no contact information.  PD)),3/31/21
541,3/27/21 23:00,Yorba linda,CA,Light,,"Object in sky above me walking my dog. Came down about 100ft. Above me and a blue bright light flashed. moving in a very strange way, v",3/31/21
542,3/27/21 22:00,cynthiana,LA,Circle,30 minutes,"my best friend and i were sitting on the porch i was facing the roof toward the road, we were behind the house, and she was facing the",3/31/21
543,3/27/21 04:34,Moses lake,WA,Unknown,30,It’s really hard to explain... other than at first sight would be a meteorite. But after only a second I could quickly understand that,3/31/21
544,3/27/21 02:00,St. Petersburg,FL,Flash,~2 seconds,White bright quick light,3/31/21
545,3/27/21 01:57,West Chazy,NY,,,MADAR Node 65,4/23/21
546,3/27/21 01:40,Cincinnati,OH,Chevron,1 minute or less,"UFO sighting on 3/27 01:40 and I have 2 pictures, one pic looks like a green chevron the other a blue egg/cyclinder shape",4/23/21
547,3/26/21 22:35,Seffner,FL,Changing,30 seconds,"Changing shapes, orange and gold colored",3/31/21
548,3/26/21 20:14,Youngstown,OH,,,MADAR Node 73,4/23/21
549,3/26/21 07:15,Luning,NV,Triangle,90-120 seconds,US Military transporting &quot;UFO&quot; in Nevada,5/20/21
550,3/26/21 05:30,New Castle,PA,Oval,5 minutes,Oval craft with red and white lights hovering over trees,3/31/21
551,3/26/21 05:07,Gilching (Germany),,Formation,1 minute,"Line of bright stars, moving rapidly across Germany´s western skies.  ((Starlink satellite??))",3/31/21
552,3/26/21 03:02,Wenatchee,WA,Sphere,5 seconds,I was heading northbound on White Trails rd between quincy wa and wenatchee wa on my way to wenatchee wa. I was a couple miles south of,3/31/21
553,3/25/21 23:15,Chilliwack (Canada),BC,Light,30 seconds,Large bright white light in the night sky that suddenly vanished in an instant!,3/31/21
554,3/25/21 22:00,Gig Harbor,WA,Changing,10 minutes,Large hovering black object with lights appeared and then changed into several orange orbs.  No sound and slow moving.,5/20/21
555,3/25/21 21:15,The Dalles,OR,Fireball,1 minute,"A bright ball to the right of mt hood (south west of here) coming closer and becoming brighter, 0.2 inches at arms length.  ((re-entry)",3/31/21
556,3/25/21 21:00,Richland,WA,Fireball,1 minute,"Slow moving cluster of fireballs crossing from SW to NE over the Tri-Cities, WA.  ((Starlink satellites??))",3/31/21
557,3/25/21 21:00,Oak Harbor,WA,Formation,1 min,Slow moving formation of lights.  Looked like a combination between a massive freight train and a comet.  ((Falcon 9 re-entry??)),3/31/21
558,3/25/21 21:00,Kirkland,WA,Fireball,2 minutes,I have a live video I would like to submit.,3/31/21
559,3/25/21 21:00,Sequim,WA,Cone,70 seconds,UFO fleet!,3/31/21
560,3/25/21 21:00,Centralia,WA,Formation,5 seconds,V formation of 7-9 white orbs moving quickly beneath the moon,3/31/21
561,3/25/21 21:00,Corvallis (just north of),OR,Cigar,25 seconds,((NUFORC Note:  Witness provides no detailed information.  PD)),3/31/21
562,3/25/21 21:00,Seattle,WA,Formation,45 seconds,Formation of 8-10 arrowhead orange lights.  ((Starlink satellites)),3/31/21
563,3/25/21 21:00,Langford (Canada),BC,Disk,5 minutes,6 lights surrounding a disc shap and moving,3/31/21
564,3/25/21 21:00,Port Ludlow,WA,Flash,60 seconds,"There are currently 6 drones above tge Bay in Port Ludlow, we were outside looking at them when something moving horizontally flashed a",3/31/21
565,3/25/21 20:40,Everett,WA,Light,,"On the freeway - driving - everyone slowed down - some were swerving- So many lights, big and small - some in a haze -  it looked like",3/31/21
566,3/25/21 20:05,Peterborough,NH,Oval,30 seconds,"Miller State Park UFO sighting, 900sqf object hovering above tree line",3/31/21
567,3/25/21 19:45,Peoria,AZ,Cigar,2 minutes,"Large cigar shaped, low flying craft with solid lights spotted in Peoria, AZ",4/23/21
568,3/25/21 19:40,Peoria,AZ,Cigar,1 minute,Update to Peoria report 03/25/2021,4/23/21
569,3/25/21 19:40,Peoria,AZ,Cigar,1 minute,Large  object with multiple white lights- Peoria Az,3/31/21
570,3/25/21 19:30,Vancouver Bc  (Canada),BC,Disk,20 seconds,"It looked as ,if a jient Disk shaped object that was de-cloking as was cruising across burning with fire around the front of the Rme,",3/31/21
571,3/25/21 19:00,White Plains,NY,Cylinder,48 mins,saw dark object with no lights and making no noise moving in a NE direction.,3/31/21
572,3/25/21 10:15,Milwaukee,OR,,7 minutes,((NUFORC Note:  Witness provides no detailed information.  PD)),3/31/21
573,3/25/21 09:10,Mount Vernon,WA,Formation,30 seconds,White dots in a straight line going across the lake high in sky,3/31/21
574,3/25/21 09:00,Portland,OR,Circle,10 seconds,"What appeared to be meteors were not in one single file line but messy, and after seen, booms were heard and a momentary shaking",3/31/21
575,3/25/21 06:20,Apollo Beach,FL,Chevron,Seconds,Saw a chevron shaped object move across the sky from South to North.,3/31/21
576,3/24/21 21:00,North Bend,OR,Light,10-20 seconds,"Two Orb-Shaped UFOs Spotted Over North Bend, OR",3/31/21
577,3/24/21 20:36,Muskogee,OK,Light,20 minutes,Orange Lights in Muskogee Sky,3/31/21
578,3/24/21 19:30,Moosup,CT,Fireball,5 minutes,I saw six fireballs of light in the sky strung like lights that moved with intent and intelligence.  ((Starlink satellites??)),3/31/21
579,3/24/21 06:10,Grass Valley,CA,Cigar,30 seconds,Square lights moving across the sky.  ((Starlink satellites??)),3/31/21
580,3/23/21 00:00,Port Jefferson Station,NY,Changing,40 seconds,UFO Second occurrence on Long Island NY in SAME/CLOSE TOWN HAPPENED SAME DATE roughly same time evening 1 month apart,4/23/21
581,3/23/21 23:30,Clifton Springs,NY,Circle,1 hour,Round object swaying back and forth.Changing coloring. Not moving very far.Seen the same the night before.,3/31/21
582,3/23/21 21:00,Brunswick,GA,Circle,15 seconds,"Round object, Bright amber color moving silently at high speed with fluid like motions.",3/31/21
583,3/23/21 20:28,Camas,WA,Sphere,15 minutes,"2 orange-yellow balls of light traveled and then stopped, pulsating and flickering in and out",5/20/21
584,3/23/21 20:06,Happy Valley,OR,Unknown,minutes,Saw a moving object in the Northern Sky. Appears to be to low to be a satellite and no blinking lights of a plane.,3/31/21
585,3/23/21 14:45,Kansas City,MO,,,MADAR Node 40,4/23/21
586,3/23/21 01:30,Chaska,MN,Fireball,5 minutes,"4 glowing red balls traveling east to west, no blinking, no noise, 2 witnesses",3/31/21
587,3/22/21 23:37,Clarksburg,MD,Oval,5 seconds,Looked up and noticed a cylindrical object moving horizontal in the sky with what almost looked like a flame like tail.,3/31/21
588,3/22/21 16:41,Lyndhurst,VA,Oval,5 seconds,Mt. Torrey road near Chinquapin Dr highly reflective oval shape spotted above tree line was almost stationary before dipping down quick,3/31/21
589,3/22/21 09:45,Coeburn,VA,Oval,30 seconds,It wasn’t a shooting star or plane I know what I saw,5/20/21
590,3/21/21 20:35,Annapolis,MD,Formation,10 minutes,"Red, green, white, and blue lights moving across sky in Annapolis, MD.",3/31/21
591,3/21/21 15:36,Hillsborough,NJ,Cylinder,30,Slow moving long vertical object with two orange and one green lights.,3/31/21
592,3/21/21 13:00,Stafford Springs,CT,Other,20 seconds,"The floating object appeared South of my location the sun directly overhead on a cloudless sky . No trees to block vision , not looking",4/23/21
593,3/21/21 07:07,Douglassville,PA,Unknown,10 seconds,watch the video.,3/31/21
594,3/21/21 06:25,Albany,GA,Rectangle,1,The pole light was flicking,3/31/21
595,3/21/21,Iceland,,,15,"Blue Orbs floating around Fagradals Mountain, Iceland on live stream",3/31/21
596,3/20/21 21:45,Presque Isle,ME,Light,30 seconds,"Three white dull lights in triangle formation, moved fast and disappeared.",3/31/21
597,3/20/21 20:15,Wikiup,AZ,Fireball,35-40 minutes,"Several red fireball lights, fading in and out of view on the horizon, with occasional white explosive lights.",3/31/21
598,3/20/21 20:00,Levant,ME,Sphere,5 minutes,Several amber spheres hovering silently,3/31/21
599,3/20/21 13:07,Pine City,NY,,,MADAR Node 82,4/23/21
600,3/20/21 02:13,Boise,ID,,,MADAR Node 111,4/23/21
601,3/19/21 22:38,Scottsdale,AZ,Light,1,"High Speed Light in sky SW of North Scottsdale, AZ.",3/31/21
602,3/19/21 20:15,Ellicott City,MD,Changing,10 seconds,"Seen and object 2 times, 1er time it look like a light and it will turn light on and off, 2 time 2 minutes later , my son in the car sa",3/31/21
603,3/19/21 20:00,Richboro,PA,Light,3 seconds,Bright white light at high speed SE of Richboro,3/31/21
604,3/19/21 16:44,Coshocton,OH,Unknown,2 minutes or longer,Unknown object.,3/31/21
605,3/19/21 16:05,Santa Barbara,CA,,,MADAR Node 57,4/23/21
606,3/19/21 16:00,Tampa,FL,Other,5 seconds,"SIGHTING IN TAMPA, FL  03/19/2021.",3/31/21
607,3/19/21 12:00,Hannibal,MO,Oval,20+ minutes,We saw what looked like a school of 100+ gray and white orbs.,3/31/21
608,3/19/21 05:36,Franklin,KY,,,MADAR Node 54,4/23/21
609,3/19/21 04:00,Houston,TX,Light,2 seconds,Video game controller shaped spaceship shoots across the sky early in the morning hours,3/31/21
610,3/19/21 00:37,Delta,CO,Fireball,,"A large bright light that traveled slowly, then hovered, seemed to get dimmer and brighter then appeared to fall down toward horizon. I",3/31/21
611,3/18/21 06:09,Furlong,PA,,,MADAR Node 38,4/23/21
612,3/18/21 05:02,Plymouth,UT,Other,3 minutes,String of 30+ perfect lights and the bright lights breaking into triangles there and gone.  ((Starlink satellites??)),3/31/21
613,3/18/21 00:00,Portland,OR,Diamond,6 minutes,"Small, star-like object appears in Oregon nighttime sky.",3/31/21
614,3/17/21 23:15,Mansfield,OH,Rectangle,5 minutes,Rapid glittering white lights.,5/20/21
615,3/17/21 23:00,Chugiak,AK,Light,2 minutes,Blue lights in sky,3/31/21
616,3/17/21 21:20,Kure Beach,NC,Other,5 minutes,Lights with fired object from larger craft,3/31/21
617,3/17/21 20:50,Lehi,UT,Light,5 minutes,Bright white light that turned to red and vanished.,3/31/21
618,3/17/21 19:25,Pasadena,MD,Light,2 minutes,Bright flying object hovered then disappeared in the sky,3/31/21
619,3/17/21 16:22,Woodland Hills,CA,Sphere,2 minutes,"Two white, spherical shaped craft flying Eastbound over Ventura Boulevard from Sale Avenue. Very slow, maybe about 25mph and at about t",3/31/21
620,3/17/21 11:00,EK Balam (Yucatan)(Mexico),,Sphere,Instant,"We took this picture of my family sitting on the top of a Mayan pyramid at Ek Balam, MX and later noticed the UFO above my son's head h",3/31/21
621,3/17/21 08:00,Fredericksburg,VA,Light,30 seconds,Orange lights interacting with each other,3/31/21
622,3/17/21 00:25,Brentwood,NY,Formation,Less than 10 seconds,"All of the sudden looking out of my window in the sky appears a V shape craft formation in a very fast speed, this craft appear and dis",3/31/21
623,3/16/21 23:30,Coral Springs,FL,Sphere,10 minutes,Looping ball of light,3/31/21
624,3/16/21 20:30,Hyannis,MA,Unknown,5 minutes,"Silent object flying relatively low, beneath clouded sky",3/31/21
625,3/16/21 16:30,West Palm Beach,FL,Changing,2 minutes,"White/Silver Disc coming from the Atlantic stops in midair to change forms not once, not twice, not thrice, but FOUR TIMES!!",3/31/21
626,3/16/21 15:14,Bountiful,UT,Oval,20 seconds,Oval object flying close to the mountains,3/31/21
627,3/16/21 06:11,Bristol,CT,Light,15 seconds,Potentially Huge UFO with 6 sets of a total 18 lights appears & takes off!,3/31/21
628,3/16/21 02:22,Peoria,AZ,Disk,2 minutes,Disk with  bright lights going around it moving erratically and fast!,4/23/21
629,3/15/21 21:15,Picacho,AZ,Fireball,8 minutes,3 orange fireball shapes floated over Picacho Arizona,3/31/21
630,3/15/21 21:00,Mojave,CA,Flash,2-3 seconds,"3/15/21 in Mojave area fwy 14 or 58, close to Edward's military base. big red light flashing, thought was another tower, but it was too",3/31/21
631,3/15/21 20:40,Plattsburgh,NY,Fireball,1.5 seconds,"it was in the sky , like how light fading away from fireworks looks like, it was a beam of red light horizontally and i turned my head",3/31/21
632,3/15/21 19:00,Quilcene,WA,Egg,<1 minute,"I will try to send a short video I got of it... Object moving quickly to the east of me headed south. No sound like a plane would have,",3/31/21
633,3/15/21 06:35,Plymouth,MN,Sphere,11 minutes,Three bright yellow dots seen hovering over houses and a tree before disappearing into thin air,3/31/21
634,3/15/21 06:35,Windber,PA,Circle,15 minutes,"Object was circular and was bright blue in color and was moving left to right, hovering above the tree line in the northern sky as the",3/31/21
635,3/14/21 21:12,Redmond,WA,Sphere,2 minutes,A yellow sphere was sighted above Lake Sammamish in King County.  It size pulsated somewhat in classic UFO form.  It bobbed and wobbled,3/31/21
636,3/14/21 21:00,Randolf,MN,Circle,20 minutes,Circular light formation see by 4 people,3/31/21
637,3/14/21 16:27,Jonesboro,AR,,,MADAR Node 143,4/23/21
638,3/14/21 09:00,Isleboro,ME,Egg,Picture,"Round White Ball over Water in Isleboro, Maine",3/31/21
639,3/14/21 06:12,Wayne,PA,Formation,5 minutes,4 white lights,3/31/21
640,3/14/21 06:10,Rocklin/Auburn,CA,Cigar,1 minute,This elongated objects was moving north/east without producing any noise ((Falcon 9 launch.)),3/31/21
641,3/14/21 06:10,Winthrop,MA,Triangle,60 seconds,"large triangular craft  fixed white lights slow moving with white haze / mist around craft west to east roughly altitude 4,000 ft no so",3/31/21
642,3/14/21 06:05,Roseville,CA,Cigar,5 minutes,Cigar shaped ufo with lights across the whole thing. Came from the south going NW.  ((Falcon 9 launch.)),3/31/21
643,3/14/21 06:04,Lake Buena Vista,FL,Changing,1 minute,Object showed as a rocket flying slowly from South to North had a tail  ((Falcon 9 launch)),3/31/21
644,3/14/21 06:00,Boonsboro,MD,Light,10 minutes,A round white light with a &quot;V&quot; tail streaming behind it slowly moving across sky.  ((Falcon 9 launch)),3/31/21
645,3/14/21 06:00,Langhorne,PA,Fireball,1 minute,"Looking out at south east morning sky, I saw a bright white point of light with lit up trailing vapor ((Falcon 9 launch))",3/31/21
646,3/14/21 05:00,Roan Mountain,TN,Fireball,25 seconds,This was a white fireball with large conical plume of white smoke and charged particles ((Falcon 9 launch.)),3/31/21
647,3/14/21 04:00,Council Bluffs,IA,,,MADAR Node 133,4/23/21
648,3/14/21 01:44,Houston,TX,Triangle,Seconds,Bright or reflective fast low flying object,3/31/21
649,3/13/21 22:00,Glen Ridge,NJ,Triangle,20 seconds,"Lighted, Triangle shaped objects flying at night, slow them very fast",4/23/21
650,3/13/21 21:00,Orlando,FL,Unknown,Unknown,One photo has possibly 2 hovering UFOs above the city and another has a different shape & a bigger looking vessel of lights hovering. I,3/31/21
651,3/13/21 20:23,Burlington,NC,Unknown,5-10 minutes,A formation of brightly lit objects rise through the North Carolina night sky and disappear one by one.,5/20/21
652,3/13/21 16:37,Wichita,KS,,,MADAR Node 123,4/23/21
653,3/13/21 13:00,Jacksonville,FL,Egg,All afternoon different s,((NUFORC Note:O  Witness provides no details about her sighting.  PD)),3/31/21
654,3/13/21 02:19,Newburgh,IN,,,MADAR Node 142,4/23/21
655,3/12/21 21:06,Caroga Lake,NY,Light,4 minutes,Driving home with my son and we began seeing flashing lights in sky. I thought that maybe the flashing was caused by stars going in and,3/31/21
656,3/12/21 19:55,Oakbank (Canada),MB,Triangle,~10 seconds,I saw three lights in a triangle formation that were rotating while maintaining shape.,3/31/21
657,3/12/21 19:20,Arnold,PA,Light,20 minutes,"Six Traveled west to east, bright to dim as they traveled overhead.",3/31/21
658,3/12/21 08:51,Payson,IL,,,MADAR Node 97,4/23/21
659,3/12/21 05:15,Rugby (UK/England),,Formation,30 seconds,Strange perfect straight lights that kept formation .  ((Starlink satlellites??)),3/31/21
660,3/12/21 01:47,Battle Creek,MI,Unknown,~2 hours,Triangular Lights,3/31/21
661,3/11/21 21:20,Bennington/Minneapolis,KS,Disk,<1 minute,"Second sighting within 10 day timeframe, same location, same look to UFO, same time of day.",3/31/21
662,3/11/21 19:00,Spokane Valley,WA,Other,2 minutes,"Orange curves ribbon,(like the ribbon of Star Trek Generations movie.) Going West to East,(following I-90, my own sense of direction.)A",3/31/21
663,3/11/21 18:50,Dixon,IL,Circle,3 seconds,Small orb of bright light. Moving very fast and seemed to disappear into thin air.,3/31/21
664,3/11/21 05:00,Mattawa,WA,Cylinder,45 seconds,Long cylinder of lights over Eastern Washington.  ((Starlink satellites??)),3/31/21
665,3/11/21 04:03,Lake Stevens,WA,Other,3 minutes,Long needle like object in eastern sky,3/31/21
666,3/11/21 01:06,Oaklandon,IN,,,MADAR Node 87,4/23/21
667,3/10/21 23:53,Lucerne,CA,Light,1 hour,"Star, blinking strangely on cloudy, starless night.",3/31/21
668,3/10/21 23:00,El Cajon,CA,Other,My apartment,"Started on February, 27,2021 of fires balls coming from bright blue egg shaped sphere. This has been going on every since that night. I",3/31/21
669,3/10/21 21:30,Salmon Arm (Canada),BC,Diamond,1 hour,"Orb of light flashing green, red, and blue. Looked through the telescope and it seemed to be spinning and kept moving in and out of fra",3/31/21
670,3/10/21 21:10,Elmsford,NY,Light,3 minutes,Large bright purple/blue hovering light,3/31/21
671,3/10/21 21:00,Cocoa Beach,FL,Sphere,1 minute,Red orb flying south from Cape Canaveral at slow spped then out to sea it flew.,4/23/21
672,3/10/21 20:00,Canon City,CO,Triangle,15-20 seconds,A triangle of three soft green discs passed us parallel to highway 50 in the Colorado desert which made no sound.,3/31/21
673,3/10/21 19:30,Treasure Island,FL,Light,10 minutes,"Bright white lights moving over Treasure Island, FL",3/31/21
674,3/10/21 07:00,Lynchburg,VA,Cylinder,~2 minutes,I leave for work at 7am and was excited to be able to see the passing International Space Station scheduled for that morning at 7am com,3/31/21
675,3/9/21 21:15,Louisville,KY,Fireball,30 minutes,3 bright orange lights flew over on the same trajectory.  From south west to northeast,3/31/21
676,3/9/21 21:04,Palatine,IL,Light,:30 seconds,Unknown erratic movement in a :30 second shutter photo.,3/31/21
677,3/9/21 19:48,Charleston,SC,,3-4 seconds,Bright brilliant white - looked like a comet. Fastest thing I’ve ever seen in the sky.  ((////rocket launch??)),3/31/21
678,3/9/21 19:00,Louisville,KY,Formation,20 minutes,"March 9, 2021  At approximate between 1900 hrs and 1930 hrs today, my family and I saw several reds light orbs in the sky. I say they w",3/31/21
679,3/9/21 05:15,Wilson,NC,Light,15 seconds,"Was looking at what I thought was a plane going through the sky. It was still dark outside so I couldn't see the shape, but only the li",3/31/21
680,3/9/21 02:07,Pine City,NY,,,MADAR Node 82,4/23/21
681,3/8/21 22:40,Frankfort,KY,Cigar,<10 seconds,4 lights speed across the sky in a way that planes can't.  ((Starlink satellites??)),3/31/21
682,3/8/21 22:20,Rochester,MN,Rectangle,20 Seconds,Black Flat Rectangular Flies Over House in Absolute Silence,5/20/21
683,3/8/21 11:31,Northbrook,IL,,,MADAR Node 98,4/23/21
684,3/8/21 06:10,Wichita,KS,,,MADAR Node 123,4/23/21
685,3/8/21 05:09,St. Louis,MO,,,MADAR Node 70,4/23/21
686,3/8/21 00:35,Richmond to Norfolk,VA,Light,2-3 minutes,Commercial airliner pilots  sighted two white lights at altitude.  ((NUFORC Note:  Report from airline pilot. PD)),3/31/21
687,3/7/21 20:15,McMinnville,OR,Rectangle,90 seconds,"Looking to the North, I saw a vertical rectangular exclamation point-like light slowly moving erratically to the West",3/31/21
688,3/7/21 19:51,Lake Worth,FL,Light,2-3 minutes,"Brighter than star non blinkinking orb or light traveling very fast, dissapears. Clear sky",3/31/21
689,3/7/21 17:52,Belton,TX,Formation,4 minutes,Multiple objects moving within a formation with flash/reflection Some white. Some red.,3/31/21
690,3/7/21 17:36,Nottingham,PA,Cylinder,5 seconds,Hovering craft,3/31/21
691,3/7/21 06:35,Spokane,WA,,,MADAR Node 37,4/23/21
692,3/7/21 00:00,Swansboro,NC,Other,Minutes,Silent U-shaped aircraft performing evasive maneuvers from a military helicopter on its tail in the dead of night.,3/31/21
693,3/7/21,Boston,MA,Light,20:45,"I was driving south on I-95 with my daughter at almost 9pm, and we saw 6-7 lights flying low over the city, then crossing over the Char",3/31/21
694,3/6/21 22:50,Kingston,IL,Diamond,15 minutes,Bright unexplained light east of Kingston Illinois,3/31/21
695,3/6/21 20:50,Tamworth (UK/England),,Sphere,2 minutes,Three unidentifiable flying objects under control and of considerable dimensions.,3/31/21
696,3/6/21 20:45,Bothell,WA,Light,5 minutes,"Two sets of 3 triangular formation red lights flying northbound, no sound, chemical smell afterwards.",3/31/21
697,3/6/21 18:00,Longmont,CO,Chevron,7 seconds,"Silent, large V shaped craft with circular lights on belly of wings faded like glow in the dark football brightness.",3/31/21
698,3/6/21 17:55,Mckees Rocks,PA,Other,5-6 minutes,Ufo spotted over Mckees Rocks Pennsylvania,3/31/21
699,3/6/21 14:55,Fresno,CA,Changing,5 minutes,Cigar/Circular object hovering in sky and moving strangely,3/31/21
700,3/6/21 00:00,New York City (Bronx),NY,Sphere,5 minutes,"I was walking up 149th street on the bronx, ny at around midnight and just happen to catch movement on my periphial and looked up to se",3/31/21
701,3/5/21 23:00,Bessemer,AL,Triangle,8 minutes,"DEATH STAR came to mind ,electrical fire colored lights really white/blue",3/31/21
702,3/5/21 22:00,Ogallala,NE,Triangle,15 minutes,"Three, bright green triangles in night sky over Nebraska. Abduction of my friend Mary Joe.",3/31/21
703,3/5/21 22:00,West Fargo,ND,Other,5 minutes,"I witnessed a flying object, flying relatively low & slow, with 4 perfectly squared lights marking the corners. The bottom center had a",3/31/21
704,3/5/21 21:17,Mountlake Terrace,WA,,,MADAR Node 100,3/31/21
705,3/5/21 19:47,Raigad,,Unknown,10 minutes,"Hello there, I am learner of UFO and Extraterrestrials in India and around the world.  We found an UFO roaming around our country in In",5/20/21
706,3/5/21 12:28,Star Valley,AZ,,,MADAR Node 53,3/31/21
707,3/5/21 12:00,Ashaway,RI,Cigar,2-3 minutes,"I was on 216 headed twords RT 3, I saw a metal tick tack shaped object. I lost it's view because of the tree line. I turned right into",3/31/21
708,3/5/21 05:00,Charlton,NY,Sphere,15 seconds,Vehicle hit by orange orb no damage done in town of Charlton New York,3/31/21
709,3/5/21 04:09,Show Low,AZ,,,MADAR Node 74,3/31/21
710,3/5/21,Kirtland,NM,Changing,,Daytime video of object changing shape over Kirtland. No time given.,3/31/21
711,3/4/21 20:18,Sandy,UT,Unknown,2 minutes,Solid light same brightness as stars high in atmosphere or space moving north to south across Utah.,3/31/21
712,3/4/21 19:30,Monroe Township,NJ,Other,5 hours,"Multiple objects in the sky that flash white and/or red and fly low and together, extremely visible at night.",3/31/21
713,3/4/21 13:52,Fishers,IN,,,MADAR Node 84,3/31/21
714,3/4/21 06:41,Irmo,SC,,,MADAR Node 95,3/31/21
715,3/4/21 06:10,Belgrade,MT,Formation,3 minutes,String of lights.  ((Starlink satellites??)),3/31/21
716,3/4/21 06:08,Middleton,ID,Disk,10 minutes,Horizon of white lights going slowly with no sound and slowly turned vertical and then once it got horizontal it very quickly shot down,3/31/21
717,3/4/21 06:07,Calgary (Canada),AB,Cylinder,2-3 minutes,"Well-lighted cylindrical object in Calgary sky moving NW to SE. Odd shape, size, and angle (orientation).",3/31/21
718,3/4/21 05:00,Cle Elum,WA,Cigar,30 seconds,Huge cigar shaped craft with multible bright white lights silently flew directly over house,3/31/21
719,3/4/21 05:00,Edmonds,WA,Rectangle,20 seconds,Rectangular shape with two rows of yellow lights flying extremely low and above me.,3/31/21
720,3/3/21 20:25,Schertz,TX,Sphere,5 seconds,"Happened very quickly like some type of explosion.  ((NUFORC Note:  Flare, or reflection, from Iridium satellite??  PD))",3/31/21
721,3/3/21 18:34,Lewes,DE,Light,?,Is this explainable?,3/31/21
722,3/3/21 06:51,Pine City,NY,,,MADAR Node 82,3/31/21
723,3/3/21 03:24,Collins,MS,Light,20 minutes,"UFOs flashing lights and flying over remote forest area in Collins, MS",4/23/21
724,3/2/21 21:40,Kapolei,HI,Light,3 seconds,Green glowing cigar shape descends in to ocean,3/31/21
725,3/2/21 21:30,Fayetteville,AR,Other,5 minutes,"I had just gotten my children out of our minivan. I was holding my 2year old, and following my 5 year old. Looking ahead of the sidewal",3/31/21
726,3/2/21 20:00,Walhalla,SC,Formation,86 seconds,3 yellowish orange unidentified oval shaped objects sighted over northern South Carolina.,3/31/21
727,3/2/21 20:00,Conroe,TX,Light,2 seconds,"An amber light moved horizontally across our backyard, below the neighborhood rooflines. It traveled quickly and silently in a straight",3/31/21
728,3/2/21 19:25,Socorro,NM,Formation,10 seconds,"Observed 5 round orange lights in a line formation. I believe the formation was in a roughly SW to NE line,  ((Starlink satellites??))",3/31/21
